DateTime	vib
2020/10/6 20:18:32	0.03
2020/10/6 20:18:33	0.023
2020/10/6 20:18:34	0.03
2020/10/6 20:18:35	0.03
2020/10/6 20:18:36	0.03
2020/10/6 20:18:37	0.03
2020/10/6 20:18:38	0.03
2020/10/6 20:18:39	0.03
2020/10/6 20:18:40	0.03
2020/10/6 20:18:41	0.03
2020/10/6 20:18:42	0.03
2020/10/6 20:18:43	0.03
2020/10/6 20:18:44	0.03
2020/10/6 20:18:45	0.03
2020/10/6 20:18:46	0.03
2020/10/6 20:18:47	0.03
2020/10/6 20:18:48	0.03
2020/10/6 20:18:49	0.03
2020/10/6 20:18:50	0.03
2020/10/6 20:18:51	0.03
2020/10/6 20:18:52	0.03
2020/10/6 20:18:53	0.03
2020/10/6 20:18:53	0.03
2020/10/6 20:18:54	0.03
2020/10/6 20:18:55	0.03
2020/10/6 20:18:56	0.03
2020/10/6 20:18:57	0.677
2020/10/6 20:20:46	6.256
2020/10/6 20:20:47	2.886
2020/10/6 20:20:48	1.238
2020/10/6 20:20:49	0.664
2020/10/6 20:20:50	0.664
2020/10/6 20:20:51	0.347
2020/10/6 20:20:51	0.176
2020/10/6 20:20:52	0.182
2020/10/6 20:20:53	0.17
2020/10/6 20:20:54	0.164
2020/10/6 20:20:55	0.158
2020/10/6 20:20:56	0.176
2020/10/6 20:20:57	0.994
2020/10/6 20:21:45	2.587
2020/10/6 20:21:46	0.475
2020/10/6 20:21:47	0.262
2020/10/6 20:21:48	0.182
2020/10/6 20:21:49	0.146
2020/10/6 20:21:49	0.158
2020/10/6 20:21:50	0.139
2020/10/6 20:21:51	0.146
2020/10/6 20:21:52	0.158
2020/10/6 20:21:53	0.152
2020/10/6 20:21:54	0.152
2020/10/6 20:21:55	0.152
2020/10/6 20:21:56	0.182
2020/10/6 20:21:57	0.188
2020/10/6 20:21:58	0.182
2020/10/6 20:21:59	0.152
2020/10/6 20:22:00	0.207
2020/10/6 20:22:01	0.139
2020/10/6 20:22:02	0.158
2020/10/6 20:22:03	0.164
2020/10/6 20:22:04	0.164
2020/10/6 20:22:05	0.17
2020/10/6 20:22:06	0.152
2020/10/6 20:22:07	0.152
2020/10/6 20:22:08	0.176
2020/10/6 20:22:09	0.182
2020/10/6 20:22:10	0.188
2020/10/6 20:22:11	0.176
2020/10/6 20:22:12	0.17
2020/10/6 20:22:13	0.182
2020/10/6 20:22:14	0.176
2020/10/6 20:22:15	0.17
2020/10/6 20:22:16	0.188
2020/10/6 20:22:17	0.188
2020/10/6 20:22:18	0.17
2020/10/6 20:22:19	0.176
2020/10/6 20:22:19	0.176
2020/10/6 20:22:20	0.182
2020/10/6 20:22:21	0.286
2020/10/6 20:22:22	0.06
2020/10/6 20:22:23	0.03
2020/10/6 20:22:24	0.03
2020/10/6 20:22:25	0.03
2020/10/6 20:22:26	0.03
2020/10/6 20:22:27	0.03
2020/10/6 20:22:28	0.03
2020/10/6 20:22:29	0.03
2020/10/6 20:22:30	0.03
2020/10/6 20:22:31	0.03
2020/10/6 20:22:32	0.03
2020/10/6 20:22:33	0.03
2020/10/6 20:22:34	0.03
2020/10/6 20:22:35	0.03
2020/10/6 20:22:36	0.03
2020/10/6 20:22:37	0.03
2020/10/6 20:22:38	0.03
2020/10/6 20:22:39	0.03
2020/10/6 20:22:40	0.03
2020/10/6 20:22:41	0.03
2020/10/6 20:22:42	0.03
2020/10/6 20:22:43	0.03
2020/10/6 20:22:44	0.03
2020/10/6 20:22:45	0.03
2020/10/6 20:22:46	0.03
2020/10/6 20:22:47	0.03
2020/10/6 20:22:48	0.03
2020/10/6 20:22:48	0.03
2020/10/6 20:22:49	0.03
2020/10/6 20:22:50	0.03
2020/10/6 20:22:51	0.03
2020/10/6 20:22:52	0.03
2020/10/6 20:22:53	0.03
2020/10/6 20:22:54	0.03
2020/10/6 20:22:55	0.03
2020/10/6 20:22:56	0.03
2020/10/6 20:22:57	0.03
2020/10/6 20:22:58	0.03
2020/10/6 20:22:59	0.03
2020/10/6 20:23:00	0.03
2020/10/6 20:23:01	0.03
2020/10/6 20:23:02	0.03
2020/10/6 20:23:03	0.03
2020/10/6 20:23:04	0.03
2020/10/6 20:23:05	0.03
2020/10/6 20:23:06	0.03
2020/10/6 20:23:07	0.03
2020/10/6 20:23:08	0.03
2020/10/6 20:23:09	0.03
2020/10/6 20:23:10	0.03
2020/10/6 20:23:11	0.03
2020/10/6 20:23:12	0.03
2020/10/6 20:23:13	0.03
2020/10/6 20:23:14	0.03
2020/10/6 20:23:15	0.03
2020/10/6 20:23:16	0.03
2020/10/6 20:23:17	0.03
2020/10/6 20:23:18	0.03
2020/10/6 20:23:18	0.03
2020/10/6 20:23:19	0.03
2020/10/6 20:23:20	0.03
2020/10/6 20:23:21	0.03
2020/10/6 20:23:22	0.03
2020/10/6 20:23:23	0.03
2020/10/6 20:23:24	0.03
2020/10/6 20:23:25	0.03
2020/10/6 20:23:26	0.03
2020/10/6 20:23:27	0.03
2020/10/6 20:23:28	1.525
2020/10/6 20:24:12	0.677
2020/10/6 20:24:13	0.567
2020/10/6 20:24:14	0.121
2020/10/6 20:24:15	0.03
2020/10/6 20:24:16	0.042
2020/10/6 20:24:17	0.042
2020/10/6 20:24:17	1.855
2020/10/6 20:26:49	5.902
2020/10/6 20:26:50	3.961
2020/10/6 20:26:51	1.763
2020/10/6 20:26:52	1.763
2020/10/6 20:26:53	0.738
2020/10/6 20:26:54	0.31
2020/10/6 20:26:55	0.103
2020/10/6 20:26:56	0.03
2020/10/6 20:26:57	0.03
2020/10/6 20:26:58	0.03
2020/10/6 20:26:59	0.03
2020/10/6 20:27:00	0.03
2020/10/6 20:27:01	0.023
2020/10/6 20:27:02	0.03
2020/10/6 20:27:03	0.03
2020/10/6 20:27:04	0.03
2020/10/6 20:27:05	0.03
2020/10/6 20:27:06	0.03
2020/10/6 20:27:07	0.03
2020/10/6 20:27:08	0.03
2020/10/6 20:27:09	0.03
2020/10/6 20:27:10	0.03
2020/10/6 20:27:11	0.03
2020/10/6 20:27:12	0.03
2020/10/6 20:27:13	0.03
2020/10/6 20:27:14	0.03
2020/10/6 20:27:14	0.03
2020/10/6 20:27:15	0.03
2020/10/6 20:27:16	0.03
2020/10/6 20:27:17	0.03
2020/10/6 20:27:18	0.03
2020/10/6 20:27:19	0.03
2020/10/6 20:27:20	0.03
2020/10/6 20:27:21	0.03
2020/10/6 20:27:22	0.03
2020/10/6 20:27:23	0.03
2020/10/6 20:27:24	0.17
2020/10/6 20:29:35	1.055
2020/10/6 20:29:36	0.603
2020/10/6 20:29:37	0.127
2020/10/6 20:29:38	0.03
2020/10/6 20:29:39	0.03
2020/10/6 20:29:40	0.03
2020/10/7 06:00:16	0.03
2020/10/7 06:00:17	0.023
2020/10/7 06:00:18	0.03
2020/10/7 06:00:19	0.03
2020/10/7 06:00:20	0.03
2020/10/7 06:00:21	0.03
2020/10/7 06:00:22	0.023
2020/10/7 06:00:23	0.03
2020/10/7 06:00:24	0.03
2020/10/7 06:00:25	0.03
2020/10/7 06:00:26	0.023
2020/10/7 06:00:27	0.121
2020/10/7 06:00:28	0.066
