"""x"""
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.677
6.256
2.886
1.238
0.664
0.664
0.347
0.176
0.182
0.17
0.164
0.158
0.176
0.994
2.587
0.475
0.262
0.182
0.146
0.158
0.139
0.146
0.158
0.152
0.152
0.152
0.182
0.188
0.182
0.152
0.207
0.139
0.158
0.164
0.164
0.17
0.152
0.152
0.176
0.182
0.188
0.176
0.17
0.182
0.176
0.17
0.188
0.188
0.17
0.176
0.176
0.182
0.286
0.06
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
1.525
0.677
0.567
0.121
0.03
0.042
0.042
1.855
5.902
3.961
1.763
1.763
0.738
0.31
0.103
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.17
1.055
0.603
0.127
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.023
0.121
0.066
0.097
0.036
0.255
0.518
0.249
0.03
0.03
0.323
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.023
0.023
0.023
0.03
0.023
0.023
0.03
0.03
0.03
0.023
0.023
0.023
0.03
0.023
0.03
0.03
0.023
0.023
0.023
0.03
0.023
0.023
0.03
0.023
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.023
0.023
0.03
0.023
0.03
0.023
0.03
0.03
0.03
0.03
0.023
0.42
0.42
0.03
0.03
0.03
0.03
0.03
0.03
0.03
2.416
0.097
0.03
0.194
0.158
0.158
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.164
0.164
0.152
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.042
0.03
0.201
0.384
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.432
0.335
0.243
0.304
0.255
0.103
0.03
0.048
0.225
0.365
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.274
0.03
0.03
0.103
0.396
0.396
0.146
0.03
0.03
0.03
0.03
0.03
0.085
0.274
1.061
0.06
0.03
0.03
0.188
0.188
0.06
0.036
0.03
0.03
0.03
0.237
0.066
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.207
0.03
0.03
0.03
0.03
0.03
0.329
0.03
0.03
0.03
0.03
0.03
1.543
2.966
1.525
0.359
0.03
0.03
0.341
5.572
3.167
1.421
1.421
1.159
3.552
1.922
0.616
0.133
0.048
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.323
0.262
0.194
0.03
0.03
0.03
0.048
0.237
0.03
0.03
0.054
0.121
0.066
0.066
0.347
0.042
0.182
0.109
0.17
0.03
0.03
0.03
0.121
1.379
0.146
0.03
0.03
0.03
0.03
0.03
0.078
0.06
0.06
0.03
0.03
0.475
0.17
0.225
0.03
0.03
0.078
0.103
0.097
0.139
0.03
0.03
0.03
0.243
0.231
0.384
0.03
0.03
0.03
0.03
0.03
0.03
0.158
0.03
0.03
0.03
0.03
0.03
0.03
0.439
4.321
1.83
0.768
0.17
0.03
0.921
0.701
1.781
3.838
0.493
0.353
0.023
0.188
5.889
1.922
0.768
0.555
3.106
1.031
0.622
0.622
0.371
0.262
0.255
0.188
0.176
0.176
0.127
0.139
0.115
0.133
0.121
0.139
0.139
0.139
0.139
0.109
0.115
0.133
0.133
0.176
0.176
0.121
0.133
0.121
0.097
0.121
0.121
0.121
0.152
0.115
0.164
0.127
0.133
0.109
0.115
0.115
0.091
0.103
0.121
0.121
0.146
0.158
0.109
0.139
0.139
0.139
0.139
0.103
0.109
0.109
0.146
0.115
0.115
0.139
0.139
0.109
0.103
0.182
0.133
0.115
0.121
0.628
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.213
0.109
0.109
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
2.044
0.365
0.292
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.023
0.03
0.347
2.734
0.713
0.17
0.023
0.023
0.03
0.03
0.023
0.03
0.023
0.03
0.03
0.023
0.023
0.03
0.03
0.023
0.023
0.023
0.03
0.023
0.03
0.03
0.023
0.023
0.03
0.023
0.03
0.023
0.03
0.023
0.023
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.023
0.023
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.023
0.023
0.023
0.023
0.023
0.03
0.03
0.023
0.03
0.03
0.023
0.023
0.023
0.03
0.023
0.023
0.03
0.023
0.03
0.03
0.023
0.023
0.023
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.023
0.03
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.023
0.023
0.03
0.03
0.03
0.023
0.03
0.023
0.023
0.03
0.023
0.03
0.03
0.023
0.03
0.023
0.03
0.03
0.023
0.023
0.023
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.023
0.03
0.023
0.03
0.03
0.023
0.023
0.023
0.023
0.023
0.03
0.03
0.023
0.03
0.03
0.03
0.023
0.03
0.023
0.023
0.023
0.023
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.023
0.03
0.03
0.03
0.023
0.023
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.023
0.03
0.03
0.03
0.023
0.03
0.03
0.023
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.023
0.03
0.023
0.023
0.023
0.023
0.023
0.023
0.023
0.03
0.03
0.023
0.023
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.023
0.03
0.023
0.03
0.023
0.03
0.03
0.023
0.023
0.023
0.023
0.023
0.03
0.023
0.03
0.023
0.03
0.023
0.023
0.023
0.03
0.03
0.03
0.023
0.023
0.023
0.023
0.03
0.023
0.023
0.03
0.023
0.023
0.023
0.023
0.023
0.03
0.03
0.023
0.023
0.023
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.023
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.023
0.03
0.023
0.03
0.023
0.023
0.03
0.03
0.03
0.023
0.023
0.03
0.023
0.023
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.023
0.03
0.03
0.023
0.023
0.03
0.03
0.023
0.023
0.023
0.03
0.03
0.023
0.023
0.023
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.023
0.03
0.023
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.023
0.023
0.03
0.023
0.03
0.03
0.03
0.023
0.03
0.023
0.03
0.023
0.023
0.023
0.03
0.03
0.03
0.03
0.023
0.023
0.023
0.023
0.023
0.023
0.023
0.023
0.023
0.023
0.023
0.023
0.023
0.03
0.03
0.03
0.023
0.023
0.023
0.023
0.023
0.023
0.03
0.03
0.023
0.023
0.03
0.023
0.03
0.023
0.03
0.023
0.023
0.023
0.023
0.023
0.023
0.03
0.03
0.023
0.03
0.03
0.023
0.023
0.03
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.023
0.03
0.023
0.023
0.03
0.03
0.023
0.023
0.023
0.023
1.812
0.616
0.335
0.164
0.066
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.023
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.036
0.036
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.237
0.139
0.139
0.53
0.298
0.304
0.542
1.965
0.054
0.249
0.28
0.03
0.03
0.03
0.152
0.274
0.481
0.231
0.03
0.03
0.03
0.03
0.072
0.164
0.316
0.316
0.378
0.481
0.03
0.182
0.072
0.225
0.042
0.188
0.03
0.353
0.03
0.03
0.03
0.121
0.03
0.03
0.03
0.03
0.03
0.042
0.042
0.03
0.03
0.03
0.066
0.023
0.085
0.133
0.231
0.274
0.201
0.341
0.133
0.133
0.188
0.176
0.048
0.06
0.152
0.03
0.03
0.03
0.03
0.03
0.066
0.066
0.158
0.03
0.03
0.03
0.03
0.03
0.03
0.054
0.054
0.115
0.237
0.341
0.054
0.219
0.03
0.03
0.03
0.03
0.03
0.03
0.323
0.048
0.03
0.103
0.03
0.139
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.133
0.03
0.194
0.286
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.078
0.03
0.023
0.023
0.03
0.03
0.03
0.115
0.164
0.164
0.03
0.152
0.402
0.072
0.17
0.03
0.03
0.054
0.371
1.092
0.634
0.506
0.329
0.329
0.353
0.274
0.347
0.652
0.414
0.542
0.371
0.567
0.567
0.89
0.579
0.609
0.316
0.103
0.097
0.194
0.262
0.323
0.194
0.152
0.274
0.274
0.127
0.28
0.176
0.109
0.158
0.158
0.182
0.164
0.292
0.213
0.158
0.158
0.219
0.274
0.304
0.616
0.188
0.188
0.188
0.378
